customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-003049,Male,0,No,Yes,43,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,68.26,2903.91,No
7590-003050,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,64.53,1375.38,No
7590-003051,Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.12,94.82,No
7590-003052,Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.36,1621.53,Yes
7590-003053,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.27,3203.75,Yes
7590-003054,Female,1,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.63,506.22,No
7590-003055,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.86,3878.36,No
7590-003056,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.28,1084.95,No
7590-003057,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.45,167.36,No
7590-003058,Female,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.7,826.05,No
7590-003059,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.95,4255.66,Yes
7590-003060,Female,0,No,No,62,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.66,4396.39,No
7590-003061,Female,1,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.13,3918.46,No
7590-003062,Female,1,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.66,382.37,Yes
7590-003063,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.65,2122.26,No
7590-003064,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,71.11,2196.56,No
7590-003065,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.06,174.28,No
7590-003066,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),60.49,1942.94,No
7590-003067,Male,0,No,No,42,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),70.77,2956.52,Yes
7590-003068,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.08,316.75,Yes
7590-003069,Female,0,No,Yes,31,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),69.14,2145.63,No
7590-003070,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,71.93,1383.14,No
7590-003071,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),70.54,4666.36,No
7590-003072,Female,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.52,2047.03,No
7590-003073,Male,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.45,470.41,No
7590-003074,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.41,1378.04,Yes
7590-003075,Male,1,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),61.95,154.98,No
7590-003076,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.14,1070.67,No
7590-003077,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.23,5495.65,No
7590-003078,Male,1,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.66,1401.67,No
7590-003079,Male,0,No,No,65,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,50.6,3271.46,No
7590-003080,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.36,3284.99,Yes
7590-003081,Male,1,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.72,1288.43,No
7590-003082,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.78,800.4,No
7590-003083,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,87.74,4569.94,No
7590-003084,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.34,2055.57,Yes
7590-003085,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,2375.93,No
7590-003086,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.78,1279.19,No
7590-003087,Female,1,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,120.39,No
7590-003088,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,56.33,1362.0,No
7590-003089,Female,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),72.34,2351.28,No
7590-003090,Female,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.11,206.65,No
7590-003091,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.0,908.0,No
7590-003092,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.81,121.68,No
7590-003093,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,70.52,1272.24,No
7590-003094,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.88,912.07,No
7590-003095,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,86.45,2095.27,No
7590-003096,Female,0,No,Yes,12,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,61.07,697.63,No
7590-003097,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.02,148.19,No
7590-003098,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.0,1717.81,Yes
7590-003099,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,59.69,464.53,No
7590-003100,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.67,1313.21,No
7590-003101,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.74,5646.23,No
7590-003102,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),67.62,17.39,No
7590-003103,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,67.44,120.51,No
7590-003104,Female,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.57,1761.74,No
7590-003105,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.62,1111.32,No
7590-003106,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4019.01,No
7590-003107,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,54.05,1001.73,No
7590-003108,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.1,160.12,Yes
7590-003109,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.14,4573.18,No
7590-003110,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,71.24,1001.7,No
7590-003111,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,74.03,4283.71,No
7590-003112,Male,1,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.16,3718.6,No
7590-003113,Female,1,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.38,4677.08,No
7590-003114,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,71.26,2553.36,No
7590-003115,Female,0,No,Yes,20,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,63.95,1277.96,No
7590-003116,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,81.93,1812.82,No
7590-003117,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.18,570.31,No
7590-003118,Female,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),74.61,1190.24,No
7590-003119,Female,0,No,No,30,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,65.65,1931.03,No
7590-003120,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,67.94,4255.93,No
7590-003121,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.63,3217.44,No
7590-003122,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.16,738.29,No
7590-003123,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,82.19,1716.59,No
7590-003124,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),73.8,3271.02,No
7590-003125,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.2,1224.02,No
7590-003126,Female,0,No,No,63,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.12,2464.4,No
7590-003127,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,74.68,2577.75,No
7590-003128,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,77.94,2026.61,No
7590-003129,Male,0,No,No,67,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,58.26,3883.41,No
7590-003130,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.46,1104.31,Yes
7590-003131,Female,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.23,4792.49,No
7590-003132,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.98,306.67,No
7590-003133,Female,0,No,Yes,4,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),48.74,208.04,No
7590-003134,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),59.15,3371.2,No
7590-003135,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.75,4423.16,No
7590-003136,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.67,378.66,No
7590-003137,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.18,6044.12,No
7590-003138,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,56.05,0.0,No
7590-003139,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,72.25,1086.85,No
7590-003140,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.43,1581.32,No
7590-003141,Female,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,82.03,3901.55,No
7590-003142,Male,0,Yes,No,41,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.16,2961.89,No
7590-003143,Male,0,No,No,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,87.98,6076.45,No
7590-003144,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.26,5011.66,No
7590-003145,Male,0,No,No,52,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.56,3147.31,Yes
7590-003146,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),73.03,557.45,Yes
7590-003147,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.49,4753.27,No
7590-003148,Male,0,No,No,39,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),76.76,2994.51,No
7590-003149,Male,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),77.26,4263.92,No
7590-003150,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.35,216.65,No
7590-003151,Male,1,Yes,Yes,55,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.63,3700.95,No
7590-003152,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.68,2203.94,No
7590-003153,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.82,136.76,Yes
7590-003154,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),78.22,5333.87,No
7590-003155,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.64,3204.81,No
7590-003156,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,69.46,5012.96,No
7590-003157,Female,1,Yes,No,32,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),52.16,1679.55,No
7590-003158,Male,0,No,Yes,21,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,67.99,1425.9,No
7590-003159,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),75.68,1081.46,No
7590-003160,Male,1,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,89.1,5722.19,No
7590-003161,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.12,2003.26,No
7590-003162,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.96,740.03,No
7590-003163,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.46,157.19,No
7590-003164,Male,0,No,No,57,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),60.06,3432.88,No
7590-003165,Male,0,No,Yes,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),68.12,1682.17,No
7590-003166,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.93,315.09,No
7590-003167,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.87,43.92,No
7590-003168,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),63.35,1994.08,No
7590-003169,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.36,1366.17,No
7590-003170,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.9,4942.43,No
7590-003171,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,60.69,594.29,No
7590-003172,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,60.39,4043.08,No
7590-003173,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.75,1876.81,No
7590-003174,Female,0,Yes,No,7,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),55.87,417.57,No
7590-003175,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.52,360.84,No
7590-003176,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),72.22,992.84,No
7590-003177,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.39,131.25,No
7590-003178,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.67,520.08,No
7590-003179,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,83.22,677.24,No
7590-003180,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),82.32,4605.77,No
7590-003181,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,71.31,3783.84,No
7590-003182,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.33,717.52,No
7590-003183,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.98,586.58,No
7590-003184,Female,1,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.38,4070.11,No
7590-003185,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.42,4617.38,No
7590-003186,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,82.17,4838.39,No
7590-003187,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.28,88.91,No
7590-003188,Female,0,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,580.98,No
7590-003189,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),65.88,3550.9,No
7590-003190,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,81.6,1454.96,No
7590-003191,Female,0,Yes,No,16,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),62.5,1016.42,No
7590-003192,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.82,2794.26,No
7590-003193,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,70.12,1443.19,No
7590-003194,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.49,1036.14,No
7590-003195,Female,0,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.88,582.67,No
7590-003196,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.37,2542.33,No
7590-003197,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,67.71,1814.85,No
7590-003198,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,51.83,2625.23,No
7590-003199,Male,0,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.66,4157.52,No
7590-003200,Female,1,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,58.78,2250.12,No
7590-003201,Male,1,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.29,337.72,No
7590-003202,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.52,664.12,No
7590-003203,Female,0,No,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,82.07,5478.43,No
7590-003204,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,82.12,862.45,No
7590-003205,Male,0,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.5,2299.95,No
7590-003206,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.87,6385.17,No
7590-003207,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.34,4003.24,No
7590-003208,Male,1,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.34,865.07,No
7590-003209,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.27,2771.2,No
7590-003210,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.92,945.12,No
7590-003211,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,85.07,2480.45,No
7590-003212,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,66.92,1042.06,No
7590-003213,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,61.83,1960.63,No
7590-003214,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.71,389.48,No
7590-003215,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.71,751.85,No
7590-003216,Female,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.72,324.29,No
7590-003217,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.06,50.17,No
7590-003218,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.52,599.64,No
7590-003219,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.28,1784.81,Yes
7590-003220,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.14,4755.06,No
7590-003221,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.72,1710.04,No
7590-003222,Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.74,2149.95,No
7590-003223,Female,1,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.44,1025.6,No
7590-003224,Male,0,No,Yes,59,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),56.64,3321.8,Yes
7590-003225,Female,1,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.79,2223.6,Yes
7590-003226,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.78,2093.92,No
7590-003227,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.97,1291.44,No
